lemma	bin_tag	mim_tag	freq	rank	ind	manual_en	pre_kw	kw	post_kw	ipa_sd	full_cat	full_cat_en	bin_tag_en	tier	verb_1st_pres	verb_2nd_pres	verb_3rd_pres	verb_1st_past	verb_2nd_past	verb_3rd_past	verb_lh_þt	OBEYGJANLEGT	ÞFET	ÞGFET	EFET	NFFT	ÞFFT	ÞGFFT	EFFT	ft	et	ÞF	ÞGF	EF	lo.fst	lo.mst	lo.est	MST	EST	pronounce
blessa	so	s	385	3335.5	424467	bless	Guð	blessi	ykkur öll.	plɛsa	Sagnorð	Verb	v.	4K	blessa	blessar	blessar	blessaði	blessaðir	blessaði	blessað																			blessa.mp3
finnskur	lo	l	385	3335.5	408859	Finnish	Hann hafi verið milliliður við	finnska	fyrirtækið.	fɪnskʏr	Lýsingarorð	Adjective	adj.	4K																					finnskur  --  finnsk -- finnskt	finnskari -- finnskari -- finnskara	finnskastur -- finnskust -- finnskast			finnskur.mp3
megn	hk	nh	385	3335.5	2386	strength	Forðast verður að segja upp fólki eftir fremsta	megni	.	mɛkn̥	Nafnorð	Noun	n.	4K									megn	megni	megns	megn	megn	megnum	megna											megn.mp3
stjórnkerfi	hk	nh	385	3335.5	40073	management system	Við köllum á trúverðugleika	stjórnkerfisins	.	stjourtn̥cʰɛrvɪ	Nafnorð	Noun	n.	4K									stjórnkerfi	stjórnkerfi	stjórnkerfis	stjórnkerfi	stjórnkerfi	stjórnkerfum	stjórnkerfa											stjórnkerfi.mp3
truflun	kvk	nv	385	3335.5	393720	disruption	Heyrnartólin eiga að verja starfsfólk fyrir umhverfishljóðum og	truflunum	.	tʰrʏplʏn	Nafnorð	Noun	f.	4K									truflun	truflun	truflunar	truflanir	truflanir	truflunum	truflana											truflun.mp3
þunglyndi	hk	nh	385	3335.5	47460	depression	Mennirnir eru farnir að sýna merki um	þunglyndi	.	θuŋklɪntɪ	Nafnorð	Noun	n.	4K									þunglyndi	þunglyndi	þunglyndis															þunglyndi.mp3
bryggja	kvk	nv	384	3342.5	16703	pier	Í fyrra tilvikinu urðu líka skemmdir á	bryggjunni	.	prɪca	Nafnorð	Noun	f.	4K									bryggju	bryggju	bryggju	bryggjur	bryggjur	bryggjum	bryggja											bryggja.mp3
forsíða	kvk	nv	384	3342.5	157408	front page	Handatakið sem sjá mætti á	forsíðu	Morgunblaðsins hafi verið traust.	fɔr̥siða	Nafnorð	Noun	f.	4K									forsíðu	forsíðu	forsíðu	forsíður	forsíður	forsíðum	forsíðna											forsíða.mp3
hjúkrunarheimili	hk	nh	384	3342.5	34209	nursing home	Nýtt	hjúkrunarheimili	verður opnað í Garðabæ í dag.	çuːkrʏnar̥heimɪlɪ	Nafnorð	Noun	n.	4K									hjúkrunarheimili	hjúkrunarheimili	hjúkrunarheimilis	hjúkrunarheimili	hjúkrunarheimili	hjúkrunarheimilum	hjúkrunarheimila											hjúkrunarheimili.mp3
máttur	kk	nk	384	3342.5	5724	power	Hann segist hafa fengið	máttinn	í hendurnar strax daginn eftir aðgerð.	mauhtʏr	Nafnorð	Noun	m.	4K									mátt	mætti	máttar	mættir	mætti	máttum	mátta											máttur.mp3
skertur	lo	l	384	3342.5	391795	impaired	Hún segir breytingarnar ekki þýða	skerta	þjónustu neyðarmóttökunnar.	scɛr̥tʏr	Lýsingarorð	Adjective	adj.	4K																					skertur  --  skert -- skert	skertari -- skertari -- skertara	skertastur -- skertust -- skertast			skertur.mp3
uppspretta	kvk	nv	384	3342.5	144274	spring; source	Í skógum er	uppspretta	matar og þeir varðveita vatn.	ʏhpsprɛhta	Nafnorð	Noun	f.	4K									uppsprettu	uppsprettu	uppsprettu	uppsprettur	uppsprettur	uppsprettum	uppspretta											uppspretta.mp3
blandaður	lo	l	383	3349	166486	mixed	Hún berst fyrir ókeypis heilbrigðisþjónustu og	blönduðu	hagkerfi.	plantaðʏr	Lýsingarorð	Adjective	adj.	4K																					blandaður  --  blönduð -- blandað	blandaðri -- blandaðri -- blandaðra	blandaðastur -- blönduðust -- blandaðast			blandaður.mp3
faðmur	kk	nk	383	3349	6341	outstretched arms	Þeir féllust í	faðma	og felldu báðir tár.	faðmʏr	Nafnorð	Noun	m.	4K									faðm	faðmi	faðms	faðmar	faðma	föðmum	faðma											faðmur.mp3
gyðingur	kk	nk	383	3349	6564	Jew	Níu af hverjum tíu voru	gyðingar	.	cɪːðiŋkʏr	Nafnorð	Noun	m.	4K									gyðing	gyðingi	gyðings	gyðingar	gyðinga	gyðingum	gyðinga											gyðingur.mp3
innilegur	lo	l	383	3349	390834	intimate; sincere	Meðlimir hennar fengu	innilegar	móttökur við komuna til Íslands í nótt.	ɪnɪlɛɣʏr	Lýsingarorð	Adjective	adj.	4K																					innilegur  --  innileg -- innilegt	innilegri -- innilegri -- innilegra	innilegastur -- innilegust -- innilegast			innilegur.mp3
skorða	kvk	nv	383	3349	15951	prop, brace	Búist er við að allur strætisvagnaakstur fari úr	skorðum	.	skɔrða	Nafnorð	Noun	f.	4K									skorðu	skorðu	skorðu	skorður	skorður	skorðum	skorða											skorða.mp3
stefnumörkun	kvk	nv	383	3349	138945	strategy	Hundruð milljóna dollara verður varið til að fylgja eftir	stefnumörkun	hópsins.	stɛpnʏmœr̥kʏn	Nafnorð	Noun	f.	4K									stefnumörkun	stefnumörkun	stefnumörkunar															stefnumörkun.mp3
útgerðarmaður	kk	nk	383	3349	89013	shipowner	Þá vilja	útgerðarmenn	að sjómenn taki á sig launalækkun.	uːtcɛrðarmaðʏr	Nafnorð	Noun	m.	4K									útgerðarmann	útgerðarmanni	útgerðarmanns	útgerðarmenn	útgerðarmenn	útgerðarmönnum	útgerðarmanna											útgerðarmaður.mp3
dómsmálaráðuneyti	hk	nh	382	3355	54916	Ministry of Justice	Líklegt er að nýtt	dómsmálaráðuneyti	verði stofnað með nýrri ríkisstjórn.	toumsmaularauðʏneitɪ	Nafnorð	Noun	n.	4K									dómsmálaráðuneyti	dómsmálaráðuneyti	dómsmálaráðuneytis	dómsmálaráðuneyti	dómsmálaráðuneyti	dómsmálaráðuneytum	dómsmálaráðuneyta											dómsmálaráðuneyti.mp3
eignarréttur	kk	nk	382	3355	83640	property right	Við viljum flest að	eignarréttur	haldi og réttarríki blómstri.	eiknarjɛhtʏr	Nafnorð	Noun	m.	4K									eignarrétt	eignarrétti	eignarréttar															eignarréttur.mp3
samúðarkveðja	kvk	nv	382	3355	150400	condolence	Héðan frá Alþingi eru fjölskyldu hennar allri sendar innilegustu	samúðarkveðjur	.	saːmuðarkʰvɛðja	Nafnorð	Noun	f.	4K									samúðarkveðju	samúðarkveðju	samúðarkveðju	samúðarkveðjur	samúðarkveðjur	samúðarkveðjum	samúðarkveðja											samúðarkveðja.mp3
sparka	so	s	382	3355	423357	kick	Hann	sparkaði	í stúlkurnar.	spar̥ka	Sagnorð	Verb	v.	4K	sparka	sparkar	sparkar	sparkaði	sparkaðir	sparkaði	sparkað																			sparka.mp3
upptök	hk	nh	382	3355	473561	source	Ekki liggur ljóst fyrir hver	upptök	átakanna voru.	ʏhptʰœk	Nafnorð	Noun	n.	4K												upptök	upptök	upptökum	upptaka											upptök.mp3
arkitekt	kk	nk	381	3359.5	5253	architect	Þetta er skoðun	arkitektsins	sem teiknað hefur viðbygginguna.	ar̥cɪtʰɛxt	Nafnorð	Noun	m.	4K									arkitekt	arkitekt	arkitekts	arkitektar	arkitekta	arkitektum	arkitekta											arkitekt.mp3
hugleiða	so	s	381	3359.5	434893	meditate	Vísindamenn	hugleiða	nýjar aðferðir.	hʏɣleiða	Sagnorð	Verb	v.	4K	hugleiði	hugleiðir	hugleiðir	hugleiddi	hugleiddir	hugleiddi	hugleitt																			hugleiða.mp3
skordýr	hk	nh	381	3359.5	474819	insect		Skordýrin	hafa einnig verið að vakna til lífsins.	skɔrtir	Nafnorð	Noun	n.	4K									skordýr	skordýri	skordýrs	skordýr	skordýr	skordýrum	skordýra											skordýr.mp3
torg	hk	nh	381	3359.5	3836	(town) square, plaza	Snúrurnar með barnafötunum muni síðan standa á	torginu	í tvo daga.	tʰɔrk	Nafnorð	Noun	n.	4K									torg	torgi	torgs	torg	torg	torgum	torga											torg.mp3
fljóta	so	s	380	3363.5	433628	float	Bíllinn	flaut	upp og varð stjórnlaus með þessum afleiðingum.	fljouːta	Sagnorð	Verb	v.	4K	flýt	flýtur	flýtur	flaut	flaust	flaut	flotið																			fljóta.mp3
flótti	kk	nk	380	3363.5	7062	flight, escape	Þeir lögðu á	flótta	.	flouhtɪ	Nafnorð	Noun	m.	4K									flótta	flótta	flótta	flóttar	flótta	flóttum	flótta											flótti.mp3
hamingjusamur	lo	l	380	3363.5	181562	happy	Niðurstaðan sýndi að þeir sem eru ríkari eru jafnan	hamingjusamari	.	haːmiɲcʏsamʏr	Lýsingarorð	Adjective	adj.	4K																					hamingjusamur  --  hamingjusöm -- hamingjusamt	hamingjusamari -- hamingjusamari -- hamingjusamara	hamingjusamastur -- hamingjusömust -- hamingjusamast			hamingjusamur.mp3
hvert	ao	a	380	3363.5	495624	where, where to	Annars hefði ég ekkert vitað	hvert	ég ætti að fara.	kʰvɛr̥t	Atviksorð	Adverb	adv.	4K								hvert																		hvert.mp3
bændasamtök	hk	nh	379	3367.5	57900	farmers' association		Bændasamtökin	veita þeim ráðleggingar og aðstoð.	paintasamtʰœk	Nafnorð	Noun	n.	4K												bændasamtök	bændasamtök	bændasamtökum	bændasamtaka											bændasamtök.mp3
handtaka	so	s	379	3367.5	434237	capture; arrest	Í kjölfarið voru mennirnir	handteknir	en stúlkan gat bent á mennina.	hantʰaka	Sagnorð	Verb	v.	4K	handtek	handtekur	handtekur	handtók	handtókst	handtók	handtekið																			handtaka.mp3
heildstæður	lo	l	379	3367.5	388576	integral; comprehensive	Hann segir jafnframt að ekkert	heildstætt	tilboð hafi borist frá ríkinu.	heiltstaiðʏr	Lýsingarorð	Adjective	adj.	4K																					heildstæður  --  heildstæð -- heildstætt	heildstæðari -- heildstæðari -- heildstæðara	heildstæðastur -- heildstæðust -- heildstæðast			heildstæður.mp3
keppinautur	kk	nk	379	3367.5	103321	competitor	Eini	keppinautur	hans dró framboð sitt til baka í gærkvöld.	cʰɛhpɪnœitʏr	Nafnorð	Noun	m.	4K									keppinaut	keppinaut	keppinauts	keppinautar	keppinauta	keppinautum	keppinauta											keppinautur.mp3
akkúrat	ao	a	378	3375.5	488600	exactly	Það eru í rauninni fá takmörk sem virðast vera	akkúrat	núna.	ahkurat	Atviksorð	Adverb	adv.	4K								aðkvæða																		akkúrat.mp3
fala	so	s	378	3375.5	419979	(usually used in the middle voice, 'falast') be after something	Leiksólinn hafi	falast	eftir þessari lóð í mörg ár.	faːla	Sagnorð	Verb	v.	4K	fala	falar	falar	falaði	falaðir	falaði	falað																			fala.mp3
ferja	kvk	nv	378	3375.5	13908	ferry	Flestallir ferðamenn sem komu með	ferjunni	í sumar hafi orðið sjóveikir.	fɛrja	Nafnorð	Noun	f.	4K									ferju	ferju	ferju	ferjur	ferjur	ferjum	ferja											ferja.mp3
háhitasvæði	hk	nh	378	3375.5	65390	geothermal (high-temperature) area	Um er að ræða nærmyndir af	háhitasvæðum	á Íslandi.	hauːhɪtasvaiðɪ	Nafnorð	Noun	n.	4K									háhitasvæði	háhitasvæði	háhitasvæðis	háhitasvæði	háhitasvæði	háhitasvæðum	háhitasvæða											háhitasvæði.mp3
heilsugæslustöð	kvk	nv	378	3375.5	116798	local health clinic	Þeir voru fluttir á	heilsugæslustöðina	til aðhlynningar.	heilsʏcaistlʏstœð	Nafnorð	Noun	f.	4K									heilsugæslustöð	heilsugæslustöð	heilsugæslustöðvar	heilsugæslustöðvar	heilsugæslustöðvar	heilsugæslustöðvum	heilsugæslustöðva											heilsugæslustöð.mp3
hentugur	lo	l	378	3375.5	168179	suitable	Það sé	hentugt	fyrir sjúklinga og fyrir heilbrigðisyfirvöld.	hɛn̥tʏɣʏr	Lýsingarorð	Adjective	adj.	4K																					hentugur  --  hentug -- hentugt	hentugri -- hentugri -- hentugra	hentugastur -- hentugust -- hentugast			hentugur.mp3
hold	hk	nh	378	3375.5	463910	flesh	Hann er vel í	hold	kominn.	hoult	Nafnorð	Noun	n.	4K									hold	holdi	holds	hold	hold	holdum	holda											hold.mp3
lauf	hk	nh	378	3375.5	2223	leaf	Þessi með flötum	laufum	kemur fallega út.	lœiːv	Nafnorð	Noun	n.	4K									lauf	laufi	laufs	lauf	lauf	laufum	laufa											lauf.mp3
lögbók	kvk	nv	378	3375.5	129040	law book	Handritin eru úr danskri	lögbók	og Njálu.	lœɣpouk	Nafnorð	Noun	f.	4K									lögbók	lögbók	lögbókar	lögbækur	lögbækur	lögbókum	lögbóka											lögbók.mp3
olíufélag	hk	nh	378	3375.5	27600	oil company	Nýjasta íslenska	olíufélagið	seldi sína fyrstu olíu í morgun.	ɔːlijʏfjɛlaɣ	Nafnorð	Noun	n.	4K									olíufélag	olíufélagi	olíufélags	olíufélög	olíufélög	olíufélögum	olíufélaga											olíufélag.mp3
óskiljanlegur	lo	l	378	3375.5	391537	incomprehensible	Það er algjörlega	óskiljanlegt	.	ouːscɪljanlɛɣʏr	Lýsingarorð	Adjective	adj.	4K																					óskiljanlegur  --  óskiljanleg -- óskiljanlegt	óskiljanlegri -- óskiljanlegri -- óskiljanlegra	óskiljanlegastur -- óskiljanlegust -- óskiljanlegast			óskiljanlegur.mp3
útrýma	so	s	378	3375.5	435547	eliminate	Þannig ég tel nauðsynlegt að	útrýma	öllum vafa um þetta.	uːtrima	Sagnorð	Verb	v.	4K	útrými	útrýmir	útrýmir	útrýmdi	útrýmdir	útrýmdi	útrýmt																			útrýma.mp3
langvarandi	lo	l	377	3382.5	170654	prolonged; long-term	Stofnunin kennir	langvarandi	ofveiði um ástandið.	lauŋkvarantɪ	Lýsingarorð	Adjective	adj.	4K																					langvarandi  --  langvarandi -- langvarandi					langvarandi.mp3
skiljanlegur	lo	l	377	3382.5	391798	understandable	Það er mjög	skiljanlegt	.	scɪljanlɛɣʏr	Lýsingarorð	Adjective	adj.	4K																					skiljanlegur  --  skiljanleg -- skiljanlegt	skiljanlegri -- skiljanlegri -- skiljanlegra	skiljanlegastur -- skiljanlegust -- skiljanlegast			skiljanlegur.mp3
forkaupsréttur	kk	nk	376	3385	83661	pre-emption, option (to buy)	Sjóðirnir hafa að auki	forkaupsrétt	að stærri hluta í bankanum.	fɔr̥kʰœipsrjɛhtʏr	Nafnorð	Noun	m.	4K									forkaupsrétt	forkaupsrétti	forkaupsréttar															forkaupsréttur.mp3
kaf	hk	nh	376	3385	1850	dive; submerge	Eftir snjóatíð undanfarið hafa margar girðingar farið í	kaf	.	kʰaːv	Nafnorð	Noun	n.	4K									kaf	kafi	kafs	köf	köf	köfum	kafa											kaf.mp3
ljósmyndari	kk	nk	376	3385	475149	photographer	Íslenskur	ljósmyndari	keppir ásamt 11 öðrum í árlegri stjörnuljósmyndakeppni á Englandi.	ljousmɪntarɪ	Nafnorð	Noun	m.	4K									ljósmyndara	ljósmyndara	ljósmyndara	ljósmyndarar	ljósmyndara	ljósmyndurum	ljósmyndara											ljósmyndari.mp3
ær	kvk	nv	375	3389.5	191331	ewe (female sheep)	Guðmundur segir mjög sjaldgæft að	ær	beri fimm lömbum á Íslandi.	aiːr	Nafnorð	Noun	f.	4K									á	á	ær	ær	ær	ám	áa											ær.mp3
ársbyrjun	kvk	nv	375	3389.5	138342	beginning of the year	Bílþjófnaðir hafa ekki verið jafnmargir frá því í	ársbyrjun	2012.	aur̥spɪrjʏn	Nafnorð	Noun	f.	4K									ársbyrjun	ársbyrjun	ársbyrjunar	ársbyrjanir	ársbyrjanir	ársbyrjunum	ársbyrjana											ársbyrjun.mp3
breidd	kvk	nv	375	3389.5	10581	width	Skipið er 80 metra langt og 16 metrar á	breidd	.	preit	Nafnorð	Noun	f.	4K									breidd	breidd	breiddar	breiddir	breiddir	breiddum	breidda											breidd.mp3
guðsþjónusta	kvk	nv	375	3389.5	416048	divine service	Í Reykjavík hófst formleg dagskrá með	guðsþjónustu	í Dómkirkjunni.	kvʏðsθjounʏsta	Nafnorð	Noun	f.	4K									guðsþjónustu	guðsþjónustu	guðsþjónustu	guðsþjónustur	guðsþjónustur	guðsþjónustum	guðsþjónusta											guðsþjónusta.mp3
hnífur	kk	nk	375	3389.5	5824	knife	Og þar stendur einmitt	hnífurinn	í kúnni.	n̥iːvʏr	Nafnorð	Noun	m.	4K									hníf	hníf	hnífs	hnífar	hnífa	hnífum	hnífa											hnífur.mp3
varðveisla	kvk	nv	375	3389.5	469798	preservation	Landeigendur bera ábyrgð á	varðveislu	svæðisins.	varðveistla	Nafnorð	Noun	f.	4K									varðveislu	varðveislu	varðveislu															varðveisla.mp3
gististaður	kk	nk	374	3395	82585	accommodation	Við þurfum að finna	gististaði	jafnóðum.	cɪstɪstaðʏr	Nafnorð	Noun	m.	4K									gististað	gististað	gististaðar	gististaðir	gististaði	gististöðum	gististaða											gististaður.mp3
kunnátta	kvk	nv	374	3395	15240	knowledge	Hann segir að	kunnátta	í notkun þeirra sé enn til staðar.	kʰʏnauhta	Nafnorð	Noun	f.	4K									kunnáttu	kunnáttu	kunnáttu															kunnátta.mp3
niðurskurður	kk	nk	374	3395	83956	cuts; reduction	Þetta er hluti af	niðurskurði	í utanríkismálum.	nɪːðʏr̥skʏrðʏr	Nafnorð	Noun	m.	4K									niðurskurð	niðurskurði	niðurskurðar															niðurskurður.mp3
skelfilegur	lo	l	374	3395	391788	scary, horrible	Sú ráðning hafi haft	skelfilegar	afleiðingar fyrir saklausa einstaklinga.	scɛlvɪlɛɣʏr	Lýsingarorð	Adjective	adj.	4K																					skelfilegur  --  skelfileg -- skelfilegt	skelfilegri -- skelfilegri -- skelfilegra	skelfilegastur -- skelfilegust -- skelfilegast			skelfilegur.mp3
tímabær	lo	l	374	3395	449906	timely	Þessar áætlanir séu því löngu	tímabærar	.	tʰiːmapair	Lýsingarorð	Adjective	adj.	4K																					tímabær  --  tímabær -- tímabært	tímabærari -- tímabærari -- tímabærara	tímabærastur -- tímabærust -- tímabærast			tímabær.mp3
afrek	hk	nh	373	3399.5	413536	achievement	Þetta er mikið	afrek	fyrir hvaða listamenn sem er.	avrɛk	Nafnorð	Noun	n.	4K									afrek	afreki	afreks	afrek	afrek	afrekum	afreka											afrek.mp3
alda	kvk	nv	373	3399.5	16067	wave, billow		Aldan	sem hreif konuna á haf var stór og kröpp.	alta	Nafnorð	Noun	f.	4K									öldu	öldu	öldu	öldur	öldur	öldum	alda											alda.mp3
ljón	hk	nh	373	3399.5	2286	lion	Það eru þó ýmis	ljón	í veginum fyrir þeim áætlunum.	ljouːn	Nafnorð	Noun	n.	4K									ljón	ljóni	ljóns	ljón	ljón	ljónum	ljóna											ljón.mp3
tilgáta	kvk	nv	373	3399.5	153807	hypothesis	Ýmsar	tilgátur	eru uppi um skýringar á hruninu.	tʰɪlkauta	Nafnorð	Noun	f.	4K									tilgátu	tilgátu	tilgátu	tilgátur	tilgátur	tilgátum	tilgátna											tilgáta.mp3
almennilega	ao	a	372	3404	495077	properly	Áhorfendum væri þá ekki leyft	almennilega	að draga sínar ályktanir.	almɛnɪlɛɣa	Atviksorð	Adverb	adv.	4K								almennilega																		almennilega.mp3
eftirtalinn	lo	l	372	3404	172625	the following	Þetta kemur fram í yfirlýsingu sem	eftirtaldir	aðilar undirrita.	ɛftɪr̥tʰalɪn	Lýsingarorð	Adjective	adj.	4K																					eftirtalinn  --  eftirtalin -- eftirtalið					eftirtalinn.mp3
einkaaðili	kk	nk	372	3404	114417	private party	Þar eru landeigendur	einkaaðilar	og ríkið sem eiga þetta saman.	eiŋ̊kaaðɪlɪ	Nafnorð	Noun	m.	4K									einkaaðila	einkaaðila	einkaaðila	einkaaðilar	einkaaðila	einkaaðilum	einkaaðila											einkaaðili.mp3
leiti	hk	nh	372	3404	2239	hill; ('á næsta leiti') just around the corner	Hann segir gjaldþrot á næsta	leiti	.	leiːtɪ	Nafnorð	Noun	n.	4K									leiti	leiti	leitis	leiti	leiti	leitum	leita											leiti.mp3
líkamlega	ao	a	372	3404	497421	physically	Dagleg störf fullorðinna tóku mun meira á	líkamlega	.	liːkamlɛɣa	Atviksorð	Adverb	adv.	4K								líkamlega																		líkamlega.mp3
hrósa	so	s	371	3409	476622	praise	Dýralæknir	hrósar	skyndihjálp sjúkraflutningamanna.	r̥ouːsa	Sagnorð	Verb	v.	4K	hrósa	hrósar	hrósar	hrósaði	hrósaðir	hrósaði	hrósað																			hrósa.mp3
ísskápur	kk	nk	371	3409	90728	refrigerator	Svo er	ísskápurinn	fullur af litlum flöskum.	iskaupʏr	Nafnorð	Noun	m.	4K									ísskáp	ísskáp	ísskáps	ísskápar	ísskápa	ísskápum	ísskápa											ísskápur.mp3
læknisfræði	kvk	nv	371	3409	130452	medicine	Hún stefnir á	læknisfræði	í framtíðinni.	laihknɪsfraiðɪ	Nafnorð	Noun	f.	4K									læknisfræði	læknisfræði	læknisfræði															læknisfræði.mp3
ólögmætur	lo	l	371	3409	389092	illegal	Hún segir rannsókn lögreglu beinast að mögulegri	ólögmætri	starfsemi.	ouːlœɣmaitʏr	Lýsingarorð	Adjective	adj.	4K																					ólögmætur  --  ólögmæt -- ólögmætt	ólögmætari -- ólögmætari -- ólögmætara	ólögmætastur -- ólögmætust -- ólögmætast			ólögmætur.mp3
vaða	so	s	371	3409	434383	wade; storm	Maður lokar bara augunum og lætur	vaða	.	vaːða	Sagnorð	Verb	v.	4K	veð	veður	veður	óð	óðst	óð	vaðið																			vaða.mp3
eignarhlutur	kk	nk	370	3414.5	82013	holding, share	Ráðuneytið fer einnig með	eignarhlut	ríkisins í Landsvirkjun og bönkunum.	eiknar̥l̥ʏtʏr	Nafnorð	Noun	m.	4K									eignarhlut	eignarhlut	eignarhlutar	eignarhlutir	eignarhluti	eignarhlutum	eignarhluta											eignarhlutur.mp3
eldgos	hk	nh	370	3414.5	475661	(volcanic) eruption		Eldgos	hófst í Holuhrauni um klukkan fimm í morgun.	ɛltkɔs	Nafnorð	Noun	n.	4K									eldgos	eldgosi	eldgoss	eldgos	eldgos	eldgosum	eldgosa											eldgos.mp3
gleðilegur	lo	l	370	3414.5	390611	merry	Þetta eru	gleðileg	tíðindi.	klɛːðɪlɛɣʏr	Lýsingarorð	Adjective	adj.	4K																					gleðilegur  --  gleðileg -- gleðilegt	gleðilegri -- gleðilegri -- gleðilegra	gleðilegastur -- gleðilegust -- gleðilegast			gleðilegur.mp3
innheimta	kvk	nv	370	3414.5	151206	(debt) collection	Dómurinn hefur líka áhrif á	innheimtu	búnaðargjalds.	ɪnheim̥ta	Nafnorð	Noun	f.	4K									innheimtu	innheimtu	innheimtu	innheimtur	innheimtur	innheimtum	innheimta											innheimta.mp3
sagnfræðingur	kk	nk	370	3414.5	99433	historian		Sagnfræðingur	segir að skaðinn sé óbætanlegur.	sakn̥fraiðiŋkʏr	Nafnorð	Noun	m.	4K									sagnfræðing	sagnfræðingi	sagnfræðings	sagnfræðingar	sagnfræðinga	sagnfræðingum	sagnfræðinga											sagnfræðingur.mp3
versna	so	s	370	3414.5	424827	get worse, worsen	Staða Milestone hefur	versnað	verulega á undanförnum mánuðum.	vɛr̥stna	Sagnorð	Verb	v.	4K	versna	versnar	versnar	versnaði	versnaðir	versnaði	versnað																			versna.mp3
fet	hk	nh	369	3420.5	1012	step; foot	Það er hægt að segja það alveg fullum	fetum	.	fɛːt	Nafnorð	Noun	n.	4K									fet	feti	fets	fet	fet	fetum	feta											fet.mp3
meðhöndla	so	s	369	3420.5	421890	treat	Hægt er að	meðhöndla	algengustu sjúkdóma.	mɛθhœntla	Sagnorð	Verb	v.	4K	meðhöndla	meðhöndlar	meðhöndlar	meðhöndlaði	meðhöndlaðir	meðhöndlaði	meðhöndlað																			meðhöndla.mp3
mynstur	hk	nh	369	3420.5	2503	pattern	Ég myndi ekki vilja breyta þessu	mynstri	.	mɪnstʏr	Nafnorð	Noun	n.	4K									mynstur	mynstri	mynsturs	mynstur	mynstur	mynstrum	mynstra											mynstur.mp3
sértækur	lo	l	369	3420.5	181278	abstract, isolated		Sértækar	aðgerðir myndu draga bæði úr sýkingar- og dánartíðni.	sjɛr̥tʰaikʏr	Lýsingarorð	Adjective	adj.	4K																					sértækur  --  sértæk -- sértækt	sértækari -- sértækari -- sértækara	sértækastur -- sértækust -- sértækast			sértækur.mp3
siðfræði	kvk	nv	369	3420.5	130528	ethics		Siðfræði	fjallar um siðferðilegar spurningar.	sɪðfraiðɪ	Nafnorð	Noun	f.	4K									siðfræði	siðfræði	siðfræði															siðfræði.mp3
veðurfar	hk	nh	369	3420.5	416966	climate		Veðurfar	í fyrra var mjög slæmt.	vɛːðʏr̥far	Nafnorð	Noun	n.	4K									veðurfar	veðurfari	veðurfars															veðurfar.mp3
atvinnuleyfi	hk	nh	368	3425.5	44672	work permit	Þrátt fyrir þetta samþykkti Vinnumálastofnun umsóknirnar um	atvinnuleyfin	.	aːtvɪnʏleivɪ	Nafnorð	Noun	n.	4K									atvinnuleyfi	atvinnuleyfi	atvinnuleyfis	atvinnuleyfi	atvinnuleyfi	atvinnuleyfum	atvinnuleyfa											atvinnuleyfi.mp3
beiting	kvk	nv	368	3425.5	11377	application, employment		Beiting	á gjaldtöku í samfélaginu sótti fram á öllum sviðum.	peiːtiŋk	Nafnorð	Noun	f.	4K									beitingu	beitingu	beitingar	beitingar	beitingar	beitingum	beitinga											beiting.mp3
hræðilegur	lo	l	368	3425.5	390785	terrible	Mér finnst þetta bara	hræðilegt	.	r̥aiːðɪlɛɣʏr	Lýsingarorð	Adjective	adj.	4K																					hræðilegur  --  hræðileg -- hræðilegt	hræðilegri -- hræðilegri -- hræðilegra	hræðilegastur -- hræðilegust -- hræðilegast			hræðilegur.mp3
ró	kvk	nv	368	3425.5	448379	calm	Farþegar hafi orðið óttaslegnir en þó haldið	ró	sinni.	rouː	Nafnorð	Noun	f.	4K									ró	ró	róar															ró.mp3
fáni	kk	nk	367	3429.5	7046	flag	Í lokin verður grænum	fánum	stungið niður á Austurvelli við Alþingi.	fauːnɪ	Nafnorð	Noun	m.	4K									fána	fána	fána	fánar	fána	fánum	fána											fáni.mp3
gramm	hk	nh	367	3429.5	1384	gram	Við leitina fundust um 4	grömm	af hassi.	kram	Nafnorð	Noun	n.	4K									gramm	grammi	gramms	grömm	grömm	grömmum	gramma											gramm.mp3
hross	hk	nh	367	3429.5	1686	horse		Hross	eru sérstaklega viðkvæm fyrir eitruninni.	r̥ɔs	Nafnorð	Noun	n.	4K									hross	hrossi	hross	hross	hross	hrossum	hrossa											hross.mp3
hvarfla	so	s	367	3429.5	421036	wander	Aldrei hafi	hvarflað	að neinum að dæla út úrgangsolíu.	kʰvartla	Sagnorð	Verb	v.	4K	hvarfla	hvarflar	hvarflar	hvarflaði	hvarflaðir	hvarflaði	hvarflað																			hvarfla.mp3
atvinnurekstur	kk	nk	365	3432.5	86385	business	Fyrirtæki og einstaklingar í	atvinnurekstri	geta frestað uppgjöri.	aːtvɪnʏrɛkstʏr	Nafnorð	Noun	m.	4K									atvinnurekstur	atvinnurekstri	atvinnurekstrar															atvinnurekstur.mp3
laginn	lo	l	365	3432.5	165142	handy	Hann er	laginn	í höndunum og útbýr rammana sjálfur úr parkettstöfum.	laijɪn	Lýsingarorð	Adjective	adj.	4K																					laginn  --  lagin -- lagið	lagnari -- lagnari -- lagnara	lagnastur -- lögnust -- lagnast			laginn.mp3
hlýnun	kvk	nv	364	3437	385558	warming	Ef	hlýnunin	verður meiri gæti ástandið hins vegar versnað.	l̥iːnʏn	Nafnorð	Noun	f.	4K									hlýnun	hlýnun	hlýnunar															hlýnun.mp3
